id,date,product_id,quantity_sold
325,2023-01-08,11,14
326,2023-01-08,12,2
327,2023-01-08,13,9
328,2023-01-08,14,3
329,2023-01-08,15,14
330,2023-01-08,16,9
331,2023-01-08,17,7
332,2023-01-08,18,9
333,2023-01-08,19,12
334,2023-01-08,20,21
335,2023-01-08,21,4
336,2023-01-08,22,21
337,2023-01-08,23,15
338,2023-01-08,24,6
339,2023-01-08,25,16
340,2023-01-08,26,12
341,2023-01-08,27,3
342,2023-01-08,28,16
343,2023-01-08,29,15
344,2023-01-08,30,21
345,2023-01-08,31,18
346,2023-01-08,32,20
347,2023-01-08,33,17
348,2023-01-08,34,11
349,2023-01-08,35,10
350,2023-01-08,36,5
351,2023-01-08,37,8
352,2023-01-08,38,7
353,2023-01-08,39,10
354,2023-01-08,40,7
355,2023-01-08,41,22
356,2023-01-08,42,6
357,2023-01-08,43,5
358,2023-01-08,44,7
359,2023-01-08,45,3
360,2023-01-09,1,20
361,2023-01-09,2,10
362,2023-01-09,3,11
363,2023-01-09,4,11
364,2023-01-09,5,16
365,2023-01-09,6,10
366,2023-01-09,7,32
367,2023-01-09,8,20
368,2023-01-09,9,24
369,2023-01-09,10,9
370,2023-01-09,11,3
371,2023-01-09,12,6
372,2023-01-09,13,8
373,2023-01-09,14,4
374,2023-01-09,15,7
375,2023-01-09,16,8
376,2023-01-09,17,4
377,2023-01-09,18,7
378,2023-01-09,19,13
379,2023-01-09,20,19
380,2023-01-09,21,4
381,2023-01-09,22,15
382,2023-01-09,23,11
383,2023-01-09,24,4
384,2023-01-09,25,10
385,2023-01-09,26,4
386,2023-01-09,27,6
387,2023-01-09,28,7
388,2023-01-09,29,14
389,2023-01-09,30,12
390,2023-01-09,31,20
391,2023-01-09,32,12
392,2023-01-09,33,13
393,2023-01-09,34,4
394,2023-01-09,35,7
395,2023-01-09,36,2
396,2023-01-09,37,2
397,2023-01-09,38,7
398,2023-01-09,39,8
399,2023-01-09,40,7
400,2023-01-09,41,25
401,2023-01-09,42,2
402,2023-01-09,43,3
403,2023-01-09,44,3
404,2023-01-09,45,2
405,2023-01-10,1,9
406,2023-01-10,2,15
407,2023-01-10,3,8
408,2023-01-10,4,4
409,2023-01-10,5,13
410,2023-01-10,6,4
411,2023-01-10,7,45
412,2023-01-10,8,23
413,2023-01-10,9,24
414,2023-01-10,10,11
415,2023-01-10,11,6
416,2023-01-10,12,3
417,2023-01-10,13,4
418,2023-01-10,14,4
419,2023-01-10,15,6
420,2023-01-10,16,3
421,2023-01-10,17,2
422,2023-01-10,18,11
423,2023-01-10,19,11
424,2023-01-10,20,11
425,2023-01-10,21,4
426,2023-01-10,22,16
427,2023-01-10,23,12
428,2023-01-10,24,8
429,2023-01-10,25,14
430,2023-01-10,26,10
431,2023-01-10,27,5
432,2023-01-10,28,14
433,2023-01-10,29,15
434,2023-01-10,30,9
435,2023-01-10,31,13
436,2023-01-10,32,9
437,2023-01-10,33,6
438,2023-01-10,34,12
439,2023-01-10,35,4
440,2023-01-10,36,6
441,2023-01-10,37,4
442,2023-01-10,38,8
443,2023-01-10,39,7
444,2023-01-10,40,5
445,2023-01-10,41,23
446,2023-01-10,42,5
447,2023-01-10,43,4
448,2023-01-10,44,2
449,2023-01-10,45,1
450,2023-01-11,1,17
451,2023-01-11,2,11
452,2023-01-11,3,3
453,2023-01-11,4,13
454,2023-01-11,5,18
455,2023-01-11,6,3
456,2023-01-11,7,33
457,2023-01-11,8,21
458,2023-01-11,9,18
459,2023-01-11,10,7
460,2023-01-11,11,4
461,2023-01-11,12,7
462,2023-01-11,13,5
463,2023-01-11,14,5
464,2023-01-11,15,5
465,2023-01-11,16,2
466,2023-01-11,17,1
467,2023-01-11,18,5
468,2023-01-11,19,10
469,2023-01-11,20,9
470,2023-01-11,21,3
471,2023-01-11,22,16
472,2023-01-11,23,5
473,2023-01-11,24,6
474,2023-01-11,25,8
475,2023-01-11,26,10
476,2023-01-11,27,3
477,2023-01-11,28,12
478,2023-01-11,29,4
479,2023-01-11,30,6
480,2023-01-11,31,14
481,2023-01-11,32,5
482,2023-01-11,33,7
483,2023-01-11,34,13
484,2023-01-11,35,11
485,2023-01-11,36,7
486,2023-01-11,37,3
487,2023-01-11,38,3
488,2023-01-11,39,6
489,2023-01-11,40,3
490,2023-01-11,41,17
491,2023-01-11,42,4
492,2023-01-11,43,8
493,2023-01-11,44,3
494,2023-01-11,45,1
495,2023-01-12,1,17
496,2023-01-12,2,4
497,2023-01-12,3,14
498,2023-01-12,4,9
499,2023-01-12,5,15
500,2023-01-12,6,10
501,2023-01-12,7,23
502,2023-01-12,8,22
503,2023-01-12,9,24
504,2023-01-12,10,5
505,2023-01-12,12,8
506,2023-01-12,13,9
507,2023-01-12,14,4
508,2023-01-12,15,9
509,2023-01-12,16,12
510,2023-01-12,17,8
511,2023-01-12,18,7
512,2023-01-12,19,8
513,2023-01-12,20,24
514,2023-01-12,21,7
515,2023-01-12,22,23
516,2023-01-12,23,10
517,2023-01-12,24,4
518,2023-01-12,25,9
519,2023-01-12,26,5
520,2023-01-12,27,3
521,2023-01-12,28,10
522,2023-01-12,29,5
523,2023-01-12,30,10
524,2023-01-12,31,14
525,2023-01-12,32,9
526,2023-01-12,33,7
527,2023-01-12,34,6
528,2023-01-12,35,8
529,2023-01-12,36,8
530,2023-01-12,37,7
531,2023-01-12,38,2
532,2023-01-12,39,6
533,2023-01-12,40,1
534,2023-01-12,41,21
535,2023-01-12,42,3
536,2023-01-12,43,3
537,2023-01-12,44,2
538,2023-01-12,45,1
539,2023-01-13,1,16
540,2023-01-13,2,14
541,2023-01-13,3,12
542,2023-01-13,4,14
543,2023-01-13,5,13
544,2023-01-13,6,3
545,2023-01-13,7,40
546,2023-01-13,8,12
547,2023-01-13,9,24
548,2023-01-13,10,3
549,2023-01-13,11,6
550,2023-01-13,12,5
551,2023-01-13,13,10
552,2023-01-13,14,5
553,2023-01-13,15,10
554,2023-01-13,16,1
555,2023-01-13,17,4
556,2023-01-13,18,3
557,2023-01-13,19,6
558,2023-01-13,20,13
559,2023-01-13,21,8
560,2023-01-13,22,13
561,2023-01-13,23,8
562,2023-01-13,24,6
563,2023-01-13,25,5
564,2023-01-13,26,4
565,2023-01-13,27,9
566,2023-01-13,28,8
567,2023-01-13,29,15
568,2023-01-13,30,10
569,2023-01-13,31,11
570,2023-01-13,32,10
571,2023-01-13,33,8
572,2023-01-13,34,4
573,2023-01-13,35,11
574,2023-01-13,36,12
575,2023-01-13,37,3
576,2023-01-13,38,6
577,2023-01-13,39,9
578,2023-01-13,40,4
579,2023-01-13,41,22
580,2023-01-13,42,3
581,2023-01-13,43,3
582,2023-01-13,44,1
583,2023-01-13,45,2
584,2023-01-14,1,20
585,2023-01-14,2,24
586,2023-01-14,3,9
587,2023-01-14,4,6
588,2023-01-14,5,24
589,2023-01-14,6,6
590,2023-01-14,7,51
591,2023-01-14,8,25
592,2023-01-14,9,37
593,2023-01-14,10,7
594,2023-01-14,11,15
595,2023-01-14,12,10
596,2023-01-14,13,7
597,2023-01-14,14,7
598,2023-01-14,15,12
599,2023-01-14,16,12
600,2023-01-14,17,2
601,2023-01-14,18,13
602,2023-01-14,19,16
603,2023-01-14,20,24
604,2023-01-14,21,7
605,2023-01-14,22,15
606,2023-01-14,23,10
607,2023-01-14,24,7
608,2023-01-14,25,12
609,2023-01-14,26,5
610,2023-01-14,27,4
611,2023-01-14,28,10
612,2023-01-14,29,10
613,2023-01-14,30,13
614,2023-01-14,31,20
615,2023-01-14,32,10
616,2023-01-14,33,13
617,2023-01-14,34,12
618,2023-01-14,35,7
619,2023-01-14,36,15
620,2023-01-14,37,8
621,2023-01-14,38,11
622,2023-01-14,39,8
623,2023-01-14,40,5
624,2023-01-14,41,33
625,2023-01-14,42,3
626,2023-01-14,43,3
627,2023-01-14,44,7
628,2023-01-14,45,2
629,2023-01-15,1,19
630,2023-01-15,2,17
631,2023-01-15,3,15
632,2023-01-15,4,13
633,2023-01-15,5,25
634,2023-01-15,6,6
635,2023-01-15,7,66
636,2023-01-15,8,24
637,2023-01-15,9,33
638,2023-01-15,10,4
639,2023-01-15,11,7
640,2023-01-15,12,8
641,2023-01-15,13,5
642,2023-01-15,14,5
643,2023-01-15,15,13
644,2023-01-15,16,8
645,2023-01-15,17,7
646,2023-01-15,18,8
647,2023-01-15,19,12
648,2023-01-15,20,31
649,2023-01-15,21,10
650,2023-01-15,22,26
651,2023-01-15,23,12
652,2023-01-15,24,8
653,2023-01-15,25,19
654,2023-01-15,26,8
655,2023-01-15,27,12
656,2023-01-15,28,7
657,2023-01-15,29,14
658,2023-01-15,30,16
659,2023-01-15,31,22
660,2023-01-15,32,9
661,2023-01-15,33,14
662,2023-01-15,34,17
663,2023-01-15,35,8
664,2023-01-15,36,11
665,2023-01-15,37,6
666,2023-01-15,38,10
667,2023-01-15,39,8
668,2023-01-15,40,6
669,2023-01-15,41,26
670,2023-01-15,42,4
671,2023-01-15,43,6
672,2023-01-15,44,2
673,2023-01-15,45,2
674,2023-01-16,1,17
675,2023-01-16,2,13
676,2023-01-16,3,16
677,2023-01-16,4,11
678,2023-01-16,5,13
679,2023-01-16,6,12
680,2023-01-16,7,42
681,2023-01-16,8,20
682,2023-01-16,9,35
683,2023-01-16,10,6
684,2023-01-16,11,5
685,2023-01-16,12,3
686,2023-01-16,13,1
687,2023-01-16,14,6
688,2023-01-16,15,4
689,2023-01-16,16,3
690,2023-01-16,17,4
691,2023-01-16,18,6
692,2023-01-16,19,9
693,2023-01-16,20,19
694,2023-01-16,21,4
695,2023-01-16,22,15
696,2023-01-16,23,9
697,2023-01-16,24,2
698,2023-01-16,25,10
699,2023-01-16,26,6
700,2023-01-16,27,7
701,2023-01-16,28,13
702,2023-01-16,29,10
703,2023-01-16,30,11
704,2023-01-16,31,18
705,2023-01-16,32,9
706,2023-01-16,33,13
707,2023-01-16,34,9
708,2023-01-16,35,6
709,2023-01-16,36,4
710,2023-01-16,37,3
711,2023-01-16,38,6
712,2023-01-16,39,4
713,2023-01-16,40,6
714,2023-01-16,41,20
715,2023-01-16,42,6
716,2023-01-16,43,5
717,2023-01-16,44,5
718,2023-01-17,1,18
719,2023-01-17,2,12
720,2023-01-17,3,2
721,2023-01-17,4,9
722,2023-01-17,5,16
723,2023-01-17,6,5
724,2023-01-17,7,39
725,2023-01-17,8,19
726,2023-01-17,9,22
727,2023-01-17,10,6
728,2023-01-17,11,9
729,2023-01-17,12,5
730,2023-01-17,13,5
731,2023-01-17,14,1
732,2023-01-17,15,8
733,2023-01-17,16,9
734,2023-01-17,17,4
735,2023-01-17,18,6
736,2023-01-17,19,9
737,2023-01-17,20,12
738,2023-01-17,21,6
739,2023-01-17,22,23
740,2023-01-17,23,12
741,2023-01-17,24,4
742,2023-01-17,25,13
743,2023-01-17,26,7
744,2023-01-17,27,4
745,2023-01-17,28,9
746,2023-01-17,29,11
747,2023-01-17,30,10
748,2023-01-17,31,15
749,2023-01-17,32,11
750,2023-01-17,33,6
751,2023-01-17,34,7
752,2023-01-17,35,9
753,2023-01-17,36,9
754,2023-01-17,37,4
755,2023-01-17,38,4
756,2023-01-17,39,3
757,2023-01-17,40,5
758,2023-01-17,41,11
759,2023-01-17,42,5
760,2023-01-17,43,1
761,2023-01-17,44,3
762,2023-01-17,45,3
763,2023-01-18,1,12
764,2023-01-18,2,8
765,2023-01-18,3,8
766,2023-01-18,4,6
767,2023-01-18,5,13
768,2023-01-18,6,6
769,2023-01-18,7,30
770,2023-01-18,8,22
771,2023-01-18,9,26
772,2023-01-18,10,9
773,2023-01-18,11,7
774,2023-01-18,12,6
775,2023-01-18,13,5
776,2023-01-18,14,3
777,2023-01-18,15,12
778,2023-01-18,16,5
779,2023-01-18,17,8
780,2023-01-18,18,6
781,2023-01-18,19,4
782,2023-01-18,20,10
783,2023-01-18,21,6
784,2023-01-18,22,18
785,2023-01-18,23,10
786,2023-01-18,24,5
787,2023-01-18,25,7
788,2023-01-18,26,4
789,2023-01-18,27,4
790,2023-01-18,28,12
791,2023-01-18,29,16
792,2023-01-18,30,10
793,2023-01-18,31,22
794,2023-01-18,32,14
795,2023-01-18,33,13
796,2023-01-18,34,11
797,2023-01-18,35,4
798,2023-01-18,36,11
799,2023-01-18,37,7
800,2023-01-18,38,12
801,2023-01-18,39,5
802,2023-01-18,40,4
803,2023-01-18,41,23
804,2023-01-18,42,5
805,2023-01-18,43,7
806,2023-01-18,44,4
807,2023-01-18,45,1
808,2023-01-19,1,25
809,2023-01-19,2,16
810,2023-01-19,3,5
811,2023-01-19,4,9
812,2023-01-19,5,17
813,2023-01-19,6,8
814,2023-01-19,7,45
815,2023-01-19,8,16
816,2023-01-19,9,34
817,2023-01-19,10,4
818,2023-01-19,11,5
819,2023-01-19,12,5
820,2023-01-19,13,4
821,2023-01-19,14,2
822,2023-01-19,15,6
823,2023-01-19,16,5
824,2023-01-19,17,8
825,2023-01-19,18,3
826,2023-01-19,19,4
827,2023-01-19,20,12
828,2023-01-19,21,2
829,2023-01-19,22,18
830,2023-01-19,23,9
831,2023-01-19,24,4
832,2023-01-19,25,12
833,2023-01-19,26,5
834,2023-01-19,27,5
835,2023-01-19,28,12
836,2023-01-19,29,13
837,2023-01-19,30,10
838,2023-01-19,31,23
839,2023-01-19,32,3
840,2023-01-19,33,10
841,2023-01-19,34,9
842,2023-01-19,35,6
843,2023-01-19,36,7
844,2023-01-19,37,5
845,2023-01-19,38,4
846,2023-01-19,39,4
847,2023-01-19,40,3
848,2023-01-19,41,20
849,2023-01-19,42,4
850,2023-01-19,43,6
851,2023-01-19,44,6
852,2023-01-19,45,2
853,2023-01-20,1,13
854,2023-01-20,2,10
855,2023-01-20,3,14
856,2023-01-20,4,14
857,2023-01-20,5,19
858,2023-01-20,6,9
859,2023-01-20,7,50
860,2023-01-20,8,21
861,2023-01-20,9,24
862,2023-01-20,10,1
863,2023-01-20,11,6
864,2023-01-20,12,8
865,2023-01-20,13,6
866,2023-01-20,14,4
867,2023-01-20,15,8
868,2023-01-20,16,5
869,2023-01-20,17,5
870,2023-01-20,18,6
871,2023-01-20,19,14
872,2023-01-20,20,10
873,2023-01-20,21,8
874,2023-01-20,22,15
875,2023-01-20,23,5
876,2023-01-20,24,6
877,2023-01-20,25,11
878,2023-01-20,26,3
879,2023-01-20,27,3
880,2023-01-20,28,4
881,2023-01-20,29,6
882,2023-01-20,30,9
883,2023-01-20,31,9
884,2023-01-20,32,13
885,2023-01-20,33,12
886,2023-01-20,34,5
887,2023-01-20,35,8
888,2023-01-20,36,8
889,2023-01-20,37,7
890,2023-01-20,38,4
891,2023-01-20,39,5
892,2023-01-20,40,2
893,2023-01-20,41,19
894,2023-01-20,42,4
895,2023-01-20,43,8
896,2023-01-20,44,6
897,2023-01-21,1,21
898,2023-01-21,2,20
899,2023-01-21,3,15
900,2023-01-21,4,18
901,2023-01-21,5,31
902,2023-01-21,6,8
903,2023-01-21,7,54
904,2023-01-21,8,22
905,2023-01-21,9,22
906,2023-01-21,10,8
907,2023-01-21,11,12
908,2023-01-21,12,7
909,2023-01-21,13,6
910,2023-01-21,14,6
911,2023-01-21,15,6
912,2023-01-21,16,9
913,2023-01-21,17,6
914,2023-01-21,18,3
915,2023-01-21,19,14
916,2023-01-21,20,19
917,2023-01-21,21,3
918,2023-01-21,22,23
919,2023-01-21,23,13
920,2023-01-21,24,12
921,2023-01-21,25,12
922,2023-01-21,26,5
923,2023-01-21,27,4
924,2023-01-21,28,10
925,2023-01-21,29,21
926,2023-01-21,30,7
927,2023-01-21,31,31
928,2023-01-21,32,15
929,2023-01-21,33,11
930,2023-01-21,34,11
931,2023-01-21,35,13
932,2023-01-21,36,10
933,2023-01-21,37,4
934,2023-01-21,38,12
935,2023-01-21,39,12
936,2023-01-21,40,3
937,2023-01-21,41,25
938,2023-01-21,42,5
939,2023-01-21,43,8
940,2023-01-21,44,3
941,2023-01-21,45,1
942,2023-01-22,1,28
943,2023-01-22,2,14
944,2023-01-22,3,20
945,2023-01-22,4,10
946,2023-01-22,5,23
947,2023-01-22,6,6
948,2023-01-22,7,51
949,2023-01-22,8,29
950,2023-01-22,9,23
951,2023-01-22,10,10
952,2023-01-22,11,11
953,2023-01-22,12,8
954,2023-01-22,13,7
955,2023-01-22,14,4
956,2023-01-22,15,10
957,2023-01-22,16,13
958,2023-01-22,17,3
959,2023-01-22,18,7
960,2023-01-22,19,16
961,2023-01-22,20,19
962,2023-01-22,21,6
963,2023-01-22,22,20
964,2023-01-22,23,10
965,2023-01-22,24,11
966,2023-01-22,25,22
967,2023-01-22,26,14
968,2023-01-22,27,6
969,2023-01-22,28,19
970,2023-01-22,29,12
971,2023-01-22,30,12
972,2023-01-22,31,18
973,2023-01-22,32,17
974,2023-01-22,33,10
975,2023-01-22,34,6
976,2023-01-22,35,9
977,2023-01-22,36,10
978,2023-01-22,37,8
979,2023-01-22,38,5
980,2023-01-22,39,6
981,2023-01-22,40,8
982,2023-01-22,41,30
983,2023-01-22,42,5
984,2023-01-22,43,9
985,2023-01-22,44,3
986,2023-01-22,45,2
987,2023-01-23,1,16
988,2023-01-23,2,10
989,2023-01-23,3,10
990,2023-01-23,4,11
991,2023-01-23,5,15
992,2023-01-23,6,4
993,2023-01-23,7,32
994,2023-01-23,8,17
995,2023-01-23,9,19
996,2023-01-23,10,6
997,2023-01-23,11,6
998,2023-01-23,12,11
999,2023-01-23,13,6
1000,2023-01-23,14,5
1001,2023-01-23,15,8
1002,2023-01-23,16,4
1003,2023-01-23,17,5
1004,2023-01-23,18,5
1005,2023-01-23,19,11
1006,2023-01-23,20,11
1007,2023-01-23,21,5
1008,2023-01-23,22,22
1009,2023-01-23,23,7
1010,2023-01-23,24,5
1011,2023-01-23,25,9
1012,2023-01-23,26,11
1013,2023-01-23,27,1
1014,2023-01-23,28,12
1015,2023-01-23,29,12
1016,2023-01-23,30,8
1017,2023-01-23,31,11
1018,2023-01-23,32,10
1019,2023-01-23,33,16
1020,2023-01-23,34,9
1021,2023-01-23,35,6
1022,2023-01-23,36,8
1023,2023-01-23,37,5
1024,2023-01-23,38,9
1025,2023-01-23,39,6
1026,2023-01-23,40,3
1027,2023-01-23,41,18
1028,2023-01-23,42,3
1029,2023-01-23,43,4
1030,2023-01-23,44,7
1031,2023-01-23,45,2
1032,2023-01-24,1,24
1033,2023-01-24,2,17
1034,2023-01-24,3,9
1035,2023-01-24,4,5
1036,2023-01-24,5,17
1037,2023-01-24,6,4
1038,2023-01-24,7,44
1039,2023-01-24,8,22
1040,2023-01-24,9,19
1041,2023-01-24,10,6
1042,2023-01-24,11,8
1043,2023-01-24,12,6
1044,2023-01-24,13,3
1045,2023-01-24,14,3
1046,2023-01-24,15,9
1047,2023-01-24,16,5
1048,2023-01-24,17,10
1049,2023-01-24,18,9
1050,2023-01-24,19,6
1051,2023-01-24,20,12
1052,2023-01-24,21,6
1053,2023-01-24,22,17
1054,2023-01-24,23,7
1055,2023-01-24,24,5
1056,2023-01-24,25,13
1057,2023-01-24,26,4
1058,2023-01-24,27,7
1059,2023-01-24,28,6
1060,2023-01-24,29,14
1061,2023-01-24,30,7
1062,2023-01-24,31,9
1063,2023-01-24,32,15
1064,2023-01-24,33,11
1065,2023-01-24,34,3
1066,2023-01-24,35,6
1067,2023-01-24,36,5
1068,2023-01-24,37,2
1069,2023-01-24,38,7
